Plate,Comment [Operetta Plate Name],Comment [Operetta Measurement],Plate Column,Plate Row,Well,Well Number,Comment [BioSamples Identifier],Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics [Cell Type],Term Source 2 REF,Term Source 2 Accession,Characteristics [Progenitor Cell Type],Term Source 3 REF,Term Source 3 Accession,Characteristics [Donor Identifier],Characteristics [Sex],Term Source 4 REF,Term Source 4 Accession,Characteristics [Age],Characteristics [Disease State],Term Source 5 REF,Term Source 5 Accession,Characteristics [Ethnicity],Experimental Condition [Cell Line],Experimental Condition [Compound],Term Source 6 REF,Term Source 6 Accession,Comment [ChEMBL Identifier],Experimental Condition [Dose],Control Type,Control Comments,Channels,Comments,Results Measurements,Results Summary,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,11,1,A11,11,,Homo sapiens,NCBITaxon,NCBITaxon_9606,bob,,,,fibroblast,CL,CL_0000057,,male,PATO,PATO_0000384,65-69 years,,,,,bob,,,,,,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/control_cell_lines/CTRL0214pf-iely/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/CTRL0214pf-iely/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,12,1,A12,12,,Homo sapiens,NCBITaxon,NCBITaxon_9606,bob,,,,fibroblast,CL,CL_0000057,,male,PATO,PATO_0000384,65-69 years,,,,,bob,,,,,,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/control_cell_lines/CTRL0214pf-iely/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/CTRL0214pf-iely/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,1,2,B1,13,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,2,2,B2,14,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,3,2,B3,15,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,4,2,B4,16,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,5,2,B5,17,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,6,2,B6,18,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,7,2,B7,19,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,8,2,B8,20,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,9,2,B9,21,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,10,2,B10,22,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,,,,,,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,11,2,B11,23,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,,,,,,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,12,2,B12,24,,Homo sapiens,NCBITaxon,NCBITaxon_9606,JACK,,,,,,,,,,,,,,,,JACK,,,,,,,control cell line,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/JACK/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/control_cell_lines/JACK/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,1,3,C1,25,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,2,3,C2,26,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,3,3,C3,27,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,4,3,C4,28,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,5,3,C5,29,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,6,3,C6,30,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,5 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,7,3,C7,31,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,8,3,C8,32,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,9,3,C9,33,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,25 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,10,3,C10,34,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,,,,,,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,11,3,C11,35,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,,,,,,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,12,3,C12,36,SAMEA2398530,Homo sapiens,NCBITaxon,NCBITaxon_9606,ffdj_1,induced pluripotent stem cell,EFO,EFO_0004905,fibroblast,CL,CL_0000057,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,ffdj_1,,,,,,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-ffdj_1/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-ffdj_1/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,1,4,D1,37,SAMEA2201446,Homo sapiens,NCBITaxon,NCBITaxon_9606,fpdj_3,induced pluripotent stem cell,EFO,EFO_0004905,peripheral blood mononuclear cell,CL,CL_0000842,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,fpdj_3,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-fpdj_3/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-fpdj_3/,
experiment_1,20140424_HipSci + BJ 3000c/well_OC,Measurement1,2,4,D2,38,SAMEA2201446,Homo sapiens,NCBITaxon,NCBITaxon_9606,fpdj_3,induced pluripotent stem cell,EFO,EFO_0004905,peripheral blood mononuclear cell,CL,CL_0000842,HPSI-ffdj,female,PATO,PATO_0000383,45-49 years,normal,PATO,PATO_0000461,,fpdj_3,fibronectin,CHEBI,CHEBI_5058,CHEMBL3810,1 microgram per milliliter,,,"DAPI:nuclei;Alexa 488:EdU, proliferation;CellMask:plasma membrane;Brightfield:cell outline",,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/release/20170809/HPSI0813i-fpdj_3/,ftp://ftp.hipsci.ebi.ac.uk/vol1/ftp/data/cellbiol-fn/pdf/HPSI0813i-fpdj_3/,
